label,text
1,"I think that the Deodato concerts are very rich, as he used real strings and band musicians, as well as you can appreciate the John Tropea excelent renditions on guitar."
1,"This book covers all emotions experienced by human beings successfully: rage, sadness, happiness...There are already many good reviews for this book out there, so I won't write paragraphs. I just wanted to say that this book is not for very young readers: it's maybe just a tad too realistic. After all, one does want to believe in Santa Claus for awhile. This is a book worth reading. It opened a new and deeply moving world to me which I'm not sure I want to explore further, but I probably will because Betty Smith has caught me in her web. I am searching for A Joy in the Morning, and will probably enjoy it just as much."
1,"My mom got this for me as a gift.We were going away on a trip to Florida,I get bored really easily but it kept me entertained!i think that they should manufacture all the neopets cause some other people might have other oppinions,they might want a zafara,quiggle,or a ixi they should widen the variety for all the neopets lovers!"
1,I like to watch true story. It made me cried in the end that Albert died & left wife w/ 9 kids.
1,"Run Lola Run is an intense suspense film. When Lola's boyfriend looses 100,000 DM from a drug drop and has to have it by noon he calls up Lola in desprate need of help. After suggesting to rob a grocery store, Lola pleeds with him not to and the movie kicks into three senarios of what may happen. Every time Lola gets the money, but it's a question of if she gets it there too late or if her or her boyfriend might even die first. The soundtrack is also amazing adding for an even larger on-the-edge-of-your-seat sensation."
0,"The bolt holes don't line up. They are skewed. The paint on it was not complete, there were bare metal spots on it."
1,"The chapters on ""Genuine Encounter"" and ""I-Messages"" are worth reading again and again. Although this book is old, the messages are fresh today. I see parents every day who do not enjoy their children; this book encourages you to appreciate your children every day - a great gift."
0,Not bad but could have been a lot better. Overall it was dissapointing. They could have at least noted what happened to the Ori after leaving fans hanging with the series ending. Not worth buying.
0,"I have an even easier way to handle the Mormons at the door, and I'll give it to you for FREE. When they come to your door, say ""Thank you, but I'm not interested"" and then close the door. Save yourself 6 bucks and let people believe what they want. I do this every time some person comes peddling to my door. Be it a salesman or a religious representative of any religion."
0,I had to rate this low because the one I received was broken or had some sort of short in the wire and didn't work. I'm pretty sure a working one would be very useful.
0,"I found this book in the seatback on an Amtrak train from NY to DC so I don't know if it was forgotten or just left as the trash that it is. It took about ten pages to realize that it was just pure sleeze, and i gave up after getting half way through it within 15 minutes. I could slap myself for wasting that much time. I enjoy good erotica, but this is more like pulp putzing."
1,"Ever since I discovered that this was being released on dvd, I have been bursting out with retarded noises of delightful joy! I am very excited about the release of my very favorite televisionsitcom,Threes Company, because of the many laughs I get from watching it mostly. You will not regret buying it, and that is a guaranteed guarantee!"
0,"I would like to give this movie no stars but it was not an option. Don't be fooled by the indie reviews and look of this film. It is HORRIBLE! I'm a huge John Waters fan and enjoy camp and ""bad"" movies. Even John Waters would be bored with this one. The director spent too much time on looooong shots and scenes that go nowhere. Repetitive dialogue from the main character also gets annoying. Too bad! The movie could have had great potential but failed at the hands of an un-creative director."
1,"Civil War veteran John Carter is carried away to Mars. There, he impresses the giant green Tharks with his hand-to-hand combat skills, falls in love with Princess Dejah Thoris, and has many adventures. Very fun escapist yarn. Totally implausible, but never really asks you to take it seriously. Pure wish-fulfillment heroic fantasy. Burroughs' prose is a bit archaic and stilted, and some plot twists were too extraordinary to be satisfying. Overall, however, Princess is very entertaining pulp fiction."
